year;month;title_length;authors_no;pages_no;views;cited;url;title;authors
2017;3;82;2;17;864;9;https://www.vopreco.ru/jour/article/view/283;Развитие адресной социальной поддержки нуждающихся в России: барьеры и возможности;Л.Н.Овчарова, Е.А.Горина
2017;3;43;3;18;1007;7;https://www.vopreco.ru/jour/article/view/284;Повышение пенсионного возрастаи рынок труда;М.А.Иванова, А.И.Балаев, Е.Т.Гурвич
2017;3;48;2;18;1053;0;https://www.vopreco.ru/jour/article/view/285;Трудовая миграция и заработки мигрантов в России;М.Б.Денисенко, Е.М.Чернина
2017;3;72;1;19;814;10;https://www.vopreco.ru/jour/article/view/286;Современный университет как драйвер экономическогороста: модели и миссии;А.О.Карпов
2017;3;85;4;26;1250;8;https://www.vopreco.ru/jour/article/view/287;Учись, студент? Влияние успеваемости в вузе на стартовую заработную плату выпускников;В.Н.Рудаков, И.С.Чириков, С.Ю.Рощин, Д.С.Дрожжина
2017;3;50;1;17;720;0;https://www.vopreco.ru/jour/article/view/288;Этическая дилемма нормативной экономической теории;М.С.Сушенцова
2017;3;103;1;11;404;0;https://www.vopreco.ru/jour/article/view/289;Проблема стабильности в неформальных системах денежноготрансфера: нормы доверия или институты контроля?;А.К.Ляско
2017;3;48;2;15;437;0;https://www.vopreco.ru/jour/article/view/290;Режим валютного курса: перспективы трансформации;И.О.Нестеров, С.Ф.Сутырин
2017;3;135;1;13;632;0;https://www.vopreco.ru/jour/article/view/291;К новой организации жизни общества и экономики (О книге Н. В. Смородинской «Глобализированная экономика:от иерархий к сетевому укладу»);М.А.Дерябина
2017;4;60;4;33;1119;13;https://www.vopreco.ru/jour/article/view/292;Государственная собственность и характеристики эффективности;А.Е.Абрамов, А.Д.Радыгин, М.И.Чернова, Р.М.Энтов
2017;4;92;1;23;853;10;https://www.vopreco.ru/jour/article/view/293;Режимы денежно-кредитной политики Банка России: рекомендации для количественных исследований;А.А.Пестова
2017;4;90;1;18;767;3;https://www.vopreco.ru/jour/article/view/294;Моделирование реального курса рубля в условиях изменения режима денежно-кредитной политики;А.В.Полбин
2017;4;94;1;21;621;1;https://www.vopreco.ru/jour/article/view/295;Ценовые взаимодействия на российском кредитном рынке: кто с кем воюет и когда образует сговор?;М.Е.Мамонов
2017;4;65;1;17;872;1;https://www.vopreco.ru/jour/article/view/296;Креативная экономика: переход к капитализациикультурного наследия;Т.В.Абанкина
2017;4;46;1;23;1278;12;https://www.vopreco.ru/jour/article/view/297;Неравенство: как не примитивизировать проблему;Р.И.Капелюшников
2017;4;50;1;8;442;0;https://www.vopreco.ru/jour/article/view/298;Об одной юбилейной дате в истории китайских реформ;А.А.Яковлев
2017;4;48;1;11;531;0;https://www.vopreco.ru/jour/article/view/299;Кризис внешней торговли России и его последствия;В.К.Фальцман
2017;4;49;1;1;300;0;https://www.vopreco.ru/jour/article/view/300;Памяти Рубена Николаевича Евстигнеева (1932-2017);РедакционнаяСтатья
2017;5;37;3;24;1434;9;https://www.vopreco.ru/jour/article/view/301;Кредитная политика: мифы и реальность;А.Л.Кудрин, Е.Л.Горюнов, П.В.Трунин
2017;5;63;1;16;664;7;https://www.vopreco.ru/jour/article/view/302;Нуждается ли промышленная политика в теоретических оправданиях?;В.Л.Тамбовцев
2017;5;42;2;15;846;1;https://www.vopreco.ru/jour/article/view/303;О стратегии развития промышленности России;В.С.Осьмаков, А.М.Калинин
2017;5;111;5;29;554;4;https://www.vopreco.ru/jour/article/view/304;Производственные мощности обрабатывающей промышленностиРоссии: важнейшие тенденции и структурные характеристики;Д.И.Галимов, А.А.Гнидченко, О.М.Михеева, А.И.Рыбалка, В.А.Сальников
2017;5;44;1;27;1006;1;https://www.vopreco.ru/jour/article/view/305;Теория игр в экономической науке и не только;Л.Самуэльсон
2017;5;51;2;20;619;1;https://www.vopreco.ru/jour/article/view/306;Куда движется теория игр? К теории обучения в играх;Д.Фьюденберг, Д.К.Ливайн
2017;5;135;1;12;827;0;https://www.vopreco.ru/jour/article/view/307;Институциональная история России (О книге Р. М. Нуреева и Ю. В. Латова «Экономическая история России: опыт институционального анализа»);А.П.Заостровцев
2017;5;58;1;11;1257;5;https://www.vopreco.ru/jour/article/view/308;Россия в международном движении капитала: переломтенденций;А.С.Булатов
2017;6;55;1;17;793;1;https://www.vopreco.ru/jour/article/view/309;Развитие постсоветской экономики: из прошлого в будущее;Е.Г.Ясин
2017;6;130;5;23;668;4;https://www.vopreco.ru/jour/article/view/310;Судьба экономических программ и реформ в России (Круглый стол в рамках XVIII Апрельской международной научной конференции НИУ ВШЭ);В.М.Полтерович, М.Э.Дмитриев, А.А.Яковлев, Е.Т.Гурвич, А.А.Аузан
2017;6;26;3;13;555;1;https://www.vopreco.ru/jour/article/view/311;Институты принятия решений;Ш.Вебер, Д.В.Давыдов, А.В.Савватеев
2017;6;133;1;13;484;2;https://www.vopreco.ru/jour/article/view/312;Взаимодействие компаний на рынках взаимодополняемыхпо производству товаров (в контексте применения антимонопольного законодательства);А.А.Шаститко
2017;6;77;2;23;1164;3;https://www.vopreco.ru/jour/article/view/313;Оценка инфляционных ожиданийроссийского населения методами машинного обучения;И.О.Голощапова, М.Л.Андреев
2017;6;63;2;20;1283;0;https://www.vopreco.ru/jour/article/view/314;Рубль как валюта международных расчетов: проблемы и перспективы;Н.В.Гаврилов, И.В.Прилепский
2017;6;57;2;14;679;5;https://www.vopreco.ru/jour/article/view/315;Россия - Евросоюз: продолжениесанкционного противостояния;М.В.Клинова, Е.А.Сидорова
2017;6;108;1;14;759;0;https://www.vopreco.ru/jour/article/view/316;Жан Тироль: политическая экономия корпоративных финансов (О книге Ж. Тироля «Теория корпоративных финансов»);Н.А.Раннева
2017;6;85;4;8;518;1;https://www.vopreco.ru/jour/article/view/317;Методика анализакадрового обеспечения региональной экономики: профессиональный разрез;Е.А.Питухин, С.В.Шабаева, И.С.Степусь, Д.М.Мороз
2017;6;73;2;6;514;0;https://www.vopreco.ru/jour/article/view/318;Оценка экономического потенциалаиспользования биоресурсов мирового океана;А.В.Кунашко, А.И.Соснило
2017;6;99;1;5;364;0;https://www.vopreco.ru/jour/article/view/319;Внешнеэкономические связи России: современные вызовы и возможныеответы / Под ред. В. П. Оболенского;РедакционнаяСтатья
2017;7;97;2;19;930;4;https://www.vopreco.ru/jour/article/view/320;Оценка валового городского продукта в российских городах и его вклада в ВВП России в 2000-2015 гг;Н.Б.Косарева, Т.Д.Полиди
2017;7;25;1;18;958;1;https://www.vopreco.ru/jour/article/view/321;Частные центральные банки;С.Р.Моисеев
2017;7;103;1;20;495;5;https://www.vopreco.ru/jour/article/view/322;Спрятанные «дыры» в капитале еще не обанкротившихся российских банков: оценка масштаба возможных потерь;М.Е.Мамонов
2017;7;102;1;17;619;1;https://www.vopreco.ru/jour/article/view/323;Влияние норматива достаточности капитала банков на узкий кредитный канал денежной трансмиссии в России;О.А.Борзых
2017;7;42;1;17;1058;3;https://www.vopreco.ru/jour/article/view/324;К критике концепции «власти-собственности»;А.И.Колганов
2017;7;68;1;18;549;1;https://www.vopreco.ru/jour/article/view/325;Формирование новой реальности: от квазирынка к контрактному раздатку;О.Э.Бессонова
2017;7;70;1;14;2177;4;https://www.vopreco.ru/jour/article/view/326;Сдвиги в мировой экономике в XXI веке: проблемы и перспективы развития;В.Г.Клинов
2017;7;65;1;14;531;0;https://www.vopreco.ru/jour/article/view/327;Как сократить убытки кредиторов от банкротства российских банков?;Ю.С.Эзрох
2017;7;107;1;16;830;7;https://www.vopreco.ru/jour/article/view/328;Роботы и потенциальная технологическая безработицав регионах России: опыт изучения и предварительные оценки;С.П.Земцов
2017;8;98;1;19;854;1;https://www.vopreco.ru/jour/article/view/30;От человеческого капитала к экономическому росту: прямая дорога или долгое блуждание по лабиринту?;И.Л.Любимов
2017;8;102;3;18;922;5;https://www.vopreco.ru/jour/article/view/31;Анализ драйверов и ограничений развития России на основе информации Глобального инновационного индекса;В.В.Власова, Т.Е.Кузнецова, В.А.Рудь
2017;8;30;1;14;703;3;https://www.vopreco.ru/jour/article/view/32;Экономист в общественной жизни;Ж.Тироль
2017;8;51;1;19;903;18;https://www.vopreco.ru/jour/article/view/33;От «экономики физических лиц» к системной экономике;Г.Б.Клейнер
2017;8;43;2;17;797;2;https://www.vopreco.ru/jour/article/view/34;Антитраст в условиях двусторонней монополии;А.Е.Шаститко, Н.С.Павлова
2017;8;60;2;12;752;6;https://www.vopreco.ru/jour/article/view/35;Импортозамещение товаров инвестиционного назначения в России;П.Н.Павлов, А.С.Каукин
2017;8;106;2;17;525;2;https://www.vopreco.ru/jour/article/view/36;Производительность сельскохозяйственных предприятий и их участие в агрохолдингах на Дальнем Востоке России;О.Г.Васильева, А.М.Билько
2017;8;89;1;17;668;2;https://www.vopreco.ru/jour/article/view/37;Альтернативные стратегии преодоления стагнациии «новая модель роста» российской экономики;В.Е.Маневич
2017;8;83;1;11;528;0;https://www.vopreco.ru/jour/article/view/38;Зарубежный опыт развития в условиях эмбарго и перспективы его использования в Крыму;Н.А.Розинская
2017;8;89;2;9;674;0;https://www.vopreco.ru/jour/article/view/39;Влияние личностных качеств генеральных директоров на доходность акций российских компаний;Ю.С.Ованесова, Е.В.Зотов
2017;9;63;2;23;994;17;https://www.vopreco.ru/jour/article/view/22;Бюджетный маневр и структурная перестройка российской экономики;А.Л.Кудрин, И.А.Соколов
2017;9;77;3;23;900;6;https://www.vopreco.ru/jour/article/view/23;О необходимости реформы финансовых рынков и небанковского финансового сектора;Ю.А.Данилов, О.В.Буклемишев, А.Е.Абрамов
2017;9;114;2;12;577;1;https://www.vopreco.ru/jour/article/view/24;О возможности эффективной политики стимулирования спроса на этапе ухудшения условий для роста российской экономики;О.Б.Березинская, А.Л.Ведев
2017;9;34;3;20;696;5;https://www.vopreco.ru/jour/article/view/25;Судьбы российских регионов-доноров;А.О.Юшков, Н.Ю.Одинг, Л.И.Савулькин
2017;9;70;2;15;792;4;https://www.vopreco.ru/jour/article/view/26;География и структура банковского сектора: тенденции в мире и в России;С.Д.Агеева, А.В.Мишур
2017;9;41;1;37;698;2;https://www.vopreco.ru/jour/article/view/27;Научные исследования в повседневной жизни;Ж.Тироль
2017;9;45;1;24;700;10;https://www.vopreco.ru/jour/article/view/28;Два дискурса в российской экономической науке;Л.М.Григорьев
2017;9;34;2;2;273;0;https://www.vopreco.ru/jour/article/view/29;Вспоминая академика В. А. Тихонова;Н...Крылова, Г...Шилина
2017;10;52;2;22;1345;14;https://www.vopreco.ru/jour/article/view/347;Бюджетная политика как источник экономического роста;А.Л.Кудрин, А.Ю.Кнобель
2017;10;93;1;23;886;3;https://www.vopreco.ru/jour/article/view/348;Оценка влияния шоков нефтяных цен на российскую экономику в векторной модели коррекции ошибок;А.В.Полбин
2017;10;80;1;21;981;4;https://www.vopreco.ru/jour/article/view/349;Одиссея инфляционного таргетирования: к новым вызовам денежно-кредитной политики;С.Р.Моисеев
2017;10;51;2;17;808;0;https://www.vopreco.ru/jour/article/view/350;О пределах возможности инфляционного таргетирования;К.Н.Корищенко, Н.П.Пильник
2017;10;43;5;23;807;1;https://www.vopreco.ru/jour/article/view/351;Анализ информационной политики Банка России;С.М.Дробышевский, П.В.Трунин, А.В.Божечкова, Е.Л.Горюнов, Д.А.Петрова
2017;10;69;2;12;802;2;https://www.vopreco.ru/jour/article/view/352;Измерение инфляционных ожиданий участников финансового рынка в России;М.И.Жемков, О.С.Кузнецова
2017;10;55;4;17;624;4;https://www.vopreco.ru/jour/article/view/353;Межотраслевые эффекты торговой интеграции России в ЕАЭС;Д.И.Галимов, А.А.Гнидченко, Е.М.Сабельникова, В.А.Сальников
2017;10;48;1;8;580;3;https://www.vopreco.ru/jour/article/view/354;Эра Азии на фоне евро-атлантической цивилизации?;Г.В.Колодко
2017;10;16;1;12;611;1;https://www.vopreco.ru/jour/article/view/355;О ретроэкономике;В.Г.Папава
2017;11;68;2;28;1429;10;https://www.vopreco.ru/jour/article/view/356;Бюджетные правила как инструмент сбалансированной бюджетной политики;А.Л.Кудрин, И.А.Соколов
2017;11;50;1;17;745;4;https://www.vopreco.ru/jour/article/view/357;Толерантность, сотрудничество и экономический рост;В.М.Полтерович
2017;11;54;2;13;630;1;https://www.vopreco.ru/jour/article/view/358;Социально-экономические эффекты языкового разнообразия;Ш.Вебер, Д.В.Давыдов
2017;11;93;1;30;957;2;https://www.vopreco.ru/jour/article/view/359;1688 год и все такое: права собственности, Славная революция и подъем британского капитализма;Д.М.Ходжсон
2017;11;102;1;18;663;5;https://www.vopreco.ru/jour/article/view/360;Контрактные основы российской экономики: сфера государственного, муниципального и регулируемого заказа;О.В.Анчишкина
2017;11;51;1;30;2222;13;https://www.vopreco.ru/jour/article/view/361;Технологический прогресс - пожиратель рабочих мест?;Р.И.Капелюшников
2017;11;110;2;11;595;1;https://www.vopreco.ru/jour/article/view/362;Информационная политика БанкаРоссии: анализ воздействия пресс-релизов о ключевой ставкена межбанковскую ставку;С.А.Мерзляков, Р.А.Хабибуллин
2017;11;87;1;9;516;3;https://www.vopreco.ru/jour/article/view/363;Изменение структуры депозитов населения: ликвидность и стабильность банковских пассивов;Д.В.Трофимов
2017;12;28;3;19;1200;10;https://www.vopreco.ru/jour/article/view/421;В поисках новой модели роста;Г.И.Идрисов, В.А.Мау, А.В.Божечкова
2017;12;26;2;16;821;3;https://www.vopreco.ru/jour/article/view/422;Стратегия роста для России;Б.Ю.Титов, А.А.Широв
2017;12;70;2;23;809;6;https://www.vopreco.ru/jour/article/view/423;Инвестиционные процессы и структурная перестройка российской экономики;Б.А.Замараев, Т.Н.Маршова
2017;12;72;1;18;771;5;https://www.vopreco.ru/jour/article/view/424;Россия и мир: насколько устойчив экономический рост? Риски и препятствия;М.В.Ершов
2017;12;59;1;15;610;2;https://www.vopreco.ru/jour/article/view/425;Новая волна глобального долгового кризиса: риски возрастают;Б.А.Хейфец
2017;12;108;2;24;618;3;https://www.vopreco.ru/jour/article/view/426;Влияние компаний с иностранными инвестициями на экспортную активность российских фирм: размер имеет значение;С.М.Кадочников, А.А.Федюнина
2017;12;87;1;11;778;0;https://www.vopreco.ru/jour/article/view/427;Деньги и экономика (О книге М. А. Портного «Деньги в национальном и мировом хозяйстве»);В.Г.Клинов
2017;12;207;1;11;891;3;https://www.vopreco.ru/jour/article/view/428;Конец алхимии финансов и суверенные деньги (О книгах М. Кинга «Конец алхимии: деньги, банковское дело и будущее глобальной экономики» и Й. Хубера «Суверенные деньги. За пределами банковского резервирования»);В.М.Ефимов
2017;12;114;2;13;807;4;https://www.vopreco.ru/jour/article/view/429;Характеристики, особенности развития, региональные и отраслевые детерминанты высокотехнологичного бизнеса в России;А.Т.Юсупова, С.Р.Халимова
2016;1;50;2;31;5991;20;https://www.vopreco.ru/jour/article/view/154;Влияние финансовых санкций на российскую экономику;Е.Т.Гурвич, И.В.Прилепский
2016;1;61;2;27;3459;1;https://www.vopreco.ru/jour/article/view/155;Нерешенный вопрос легитимности частной собственности в России;Л.М.Григорьев, А.А.Курдин
2016;1;60;2;18;814;4;https://www.vopreco.ru/jour/article/view/156;Планирование: потенциал и роль в рыночной экономике XXI века;А.В.Бузгалин, А.И.Колганов
2016;1;40;2;26;881;0;https://www.vopreco.ru/jour/article/view/157;Культура, имена и экономическое развитие;Е.И.Борисова, А.Ю.Кулькова
2016;1;96;2;10;756;0;https://www.vopreco.ru/jour/article/view/158;Бедность не порок, но научная проблема (Нобелевская премия по экономике 2015 года - Ангус Дитон);А.В.Белянин, И.А.Денисова
2016;1;84;1;22;610;11;https://www.vopreco.ru/jour/article/view/159;Устойчивость российской экономики в зеркале системной экономической теории (Часть 2);Г.Б.Клейнер
2016;1;65;2;21;858;2;https://www.vopreco.ru/jour/article/view/160;Иностранные концессии в 1920-х годах в СССР: «почему расстались»?;М.И.Левин, И.В.Шевелева
2016;2;85;1;29;782;10;https://www.vopreco.ru/jour/article/view/161;Антикризисные меры или структурные реформы: экономическая политика России в 2015 году;В.А.Мау
2016;2;76;1;22;477;0;https://www.vopreco.ru/jour/article/view/162;Функционирование денежно-финансовой системы и депрессия российской экономики;В.Е.Маневич
2016;2;43;1;21;862;2;https://www.vopreco.ru/jour/article/view/163;Приключения теории оптимальных валютных зон;С.Р.Моисеев
2016;2;84;1;17;454;1;https://www.vopreco.ru/jour/article/view/164;Базель III: в поисках критериев и сценариев успеха реформы банковского регулирования;Э.П.Джагитян
2016;2;94;1;17;809;4;https://www.vopreco.ru/jour/article/view/165;Бюджетная децентрализация и региональный экономический рост: теория, эмпирика, российский опыт;А.О.Юшков
2016;2;97;1;17;551;1;https://www.vopreco.ru/jour/article/view/166;Общие тенденции и региональная специфика в распоряжении средствами материнского капитала в России;Е.А.Горина
2016;2;51;1;13;633;2;https://www.vopreco.ru/jour/article/view/167;Теоретико-экономический взгляд на языковую политику;Д.В.Кадочников
2016;2;119;1;9;423;0;https://www.vopreco.ru/jour/article/view/168;Структурализм и поиски истины. (О книге «Истоки: качественные сдвиги в экономической реальности и экономической науке»);П.А.Ореховский
2016;2;81;1;9;515;0;https://www.vopreco.ru/jour/article/view/169;Организация и система (О книге «Эмпирический анализ системы госзакупок в России»);А.Е.Иванов
2016;3;44;3;29;550;0;https://www.vopreco.ru/jour/article/view/179;Война и ценности: опыт эмпирического анализа;А.И.Едачев, Т.В.Натхов, Л.И.Полищук
2016;3;69;3;12;1070;1;https://www.vopreco.ru/jour/article/view/180;Оценка влияния санкций на результаты деятельности российских компаний;Е.А.Федорова, М.А.Федотова, А.Э.Николаев
2016;3;79;1;17;506;1;https://www.vopreco.ru/jour/article/view/181;Импортозамещение на агропродовольственном рынке России: намерения и возможности;А.В.Голубев
2016;3;82;1;12;527;2;https://www.vopreco.ru/jour/article/view/182;Кредитование нефинансового сектора российской экономики: возможности и ограничения;О.Б.Березинская
2016;3;72;1;24;587;2;https://www.vopreco.ru/jour/article/view/183;Повышение энергоэффективности в российских зданиях: прогноз до 2050 года;И.А.Башмаков
2016;3;59;1;16;583;2;https://www.vopreco.ru/jour/article/view/184;Экономическая власть крупных корпораций и развитие регионов;В.И.Нефедкин
2016;3;94;2;16;537;0;https://www.vopreco.ru/jour/article/view/185;Корпоративная благотворительностьи корпоративная филантропия: экономико-социологический анализ;О.Е.Кузина, М.В.Чернышева
2016;3;55;1;30;458;1;https://www.vopreco.ru/jour/article/view/186;Российские реформы с позиций теории когнитивной истории;А.Н.Медушевский
2016;4;93;2;25;1078;8;https://www.vopreco.ru/jour/article/view/187;Бюджетные правила: избыточное ограничение или неотъемлемый инструмент бюджетной устойчивости?;Е.Т.Гурвич, И.А.Соколов
2016;4;48;1;26;875;6;https://www.vopreco.ru/jour/article/view/188;Изменчивость уровня неопределенности в экономике;Н.Блум
2016;4;92;2;30;509;1;https://www.vopreco.ru/jour/article/view/189;Стимулы к процессным инновациям в дискретных структурных альтернативах конкурентной политики;А.Е.Шаститко, А.А.Курдин
2016;4;91;1;17;713;1;https://www.vopreco.ru/jour/article/view/190;Различия в привлекательности российских регионов для отечественных и иностранных инвесторов;О.В.Кузнецова
2016;4;73;2;21;798;7;https://www.vopreco.ru/jour/article/view/191;Социально-экономические эффекты трудовой миграции из малых городов России;Н.В.Мкртчян, Ю.Ф.Флоринская
2016;4;83;1;20;886;7;https://www.vopreco.ru/jour/article/view/192;Влияние эмбарго и санкций на агропродовольственные рынки России: анализ последствий;К.Г.Бородин
2016;4;52;1;12;433;3;https://www.vopreco.ru/jour/article/view/193;Техническая эффективность сельского хозяйства России;В.М.Коротченя
2016;4;89;1;3;430;3;https://www.vopreco.ru/jour/article/view/194;Узун В. Я., Шагайда Н. И. Аграрная реформа в постсоветской России: механизмы и результаты;И.Н.Буздалов
2016;5;58;3;20;798;4;https://www.vopreco.ru/jour/article/view/195;Мандат и цели центральных банков: эволюция и уроки кризиса;С.М.Дробышевский, А.М.Киюцевская, П.В.Трунин
2016;5;94;5;19;735;5;https://www.vopreco.ru/jour/article/view/196;Дискуссии о денежно-кредитной политике и состоянии экономики: в поисках конструктивной критики;А.Н.Могилат, Ю.К.Ачкасов, А.В.Егоров, А.В.Климовец, С.А.Донец
2016;5;40;2;22;524;3;https://www.vopreco.ru/jour/article/view/197;Таргетирование реального валютного курса;С.Р.Моисеев, И.В.Пантина
2016;5;32;1;21;943;1;https://www.vopreco.ru/jour/article/view/198;Кризис рубля в декабре 2014 года;А.А.Обижаева
2016;5;62;1;12;757;0;https://www.vopreco.ru/jour/article/view/199;Дедолларизация российской экономики в контексте мирового опыта;М.П.Цховребов
2016;5;46;2;28;700;2;https://www.vopreco.ru/jour/article/view/200;Неучтенные доходы российских домашних хозяйств;Я.В.Мурашов, Т.А.Ратникова
2016;5;91;2;24;664;1;https://www.vopreco.ru/jour/article/view/201;Социальная архитектоника рыночной цены: основы восприятия цен потребителями (случай Москвы);Е.С.Бердышева, Р.И.Романова
2016;5;59;1;9;395;0;https://www.vopreco.ru/jour/article/view/202;Колодко Г. В. Куда идет мир: политическая экономия будущего;В.Г.Клинов
2016;6;40;3;31;897;7;https://www.vopreco.ru/jour/article/view/203;Экономика России: перед долгим переходом;Н.В.Акиндинова, Я.И.Кузьминов, Е.Г.Ясин
2016;6;74;1;9;799;0;https://www.vopreco.ru/jour/article/view/204;Вызовы экономического развития РФ и государственная экономическая политика;А.В.Улюкаев
2016;6;97;2;31;1197;3;https://www.vopreco.ru/jour/article/view/205;Обзор методов макроэкономического прогнозирования: в поисках перспективных направлений для России;А.А.Пестова, М.Е.Мамонов
2016;6;58;2;15;601;4;https://www.vopreco.ru/jour/article/view/206;Программно-целевое планирование: вчера, сегодня... Завтра?;В.Л.Тамбовцев, И.А.Рождественская
2016;6;116;1;25;597;1;https://www.vopreco.ru/jour/article/view/207;Либеральные реформы уголовного законодательства в сфере экономической деятельности 2009-2012 гг. и судебная практика;И.В.Четверикова
2016;6;85;1;15;725;0;https://www.vopreco.ru/jour/article/view/208;Экономическая ценность институтов культуры: оценка эффективности в публичной политике;О.В.Бычкова
2016;6;66;4;16;921;2;https://www.vopreco.ru/jour/article/view/209;Оценка социально-экономических общественных потерь от ДТП в России;Д.М.Колесникова, Т.С.Карабчук, Д.В.Сальникова, Т.А.Фаттахов
2016;6;58;2;11;446;0;https://www.vopreco.ru/jour/article/view/210;Экономическая стратегия: экстраполяция или закономерность?;Л.П.Евстигнеева, Р.Н.Евстигнеев
2016;7;55;5;31;838;4;https://www.vopreco.ru/jour/article/view/211;Российская экономика под гнетом санкций и дешевой нефти;И.Ю.Борисова, Б.А.Замараев, И.Г.Козлова, А.Г.Назарова, Е.Ю.Суханов
2016;7;62;1;28;561;5;https://www.vopreco.ru/jour/article/view/212;«Экономика постоянных» и длинные циклы динамики цен на энергию;И.А.Башмаков
2016;7;102;1;14;515;1;https://www.vopreco.ru/jour/article/view/213;Сдвиги в распределении доходов между трудом и капиталом: факторы, последствия и проблемы регулирования;В.Г.Клинов
2016;7;79;1;15;502;2;https://www.vopreco.ru/jour/article/view/214;Кризис в России и его распространение на страны СНГ: оценка каналов трансмиссии;Е.А.Федорова
2016;7;45;2;13;535;2;https://www.vopreco.ru/jour/article/view/215;Продовольственное эмбарго и выбор приоритетов;Н.И.Шагайда, В.Я.Узун
2016;7;79;2;17;416;0;https://www.vopreco.ru/jour/article/view/216;Неравные среди равных: почему развивающиеся страны реже выигрывают споры в ВТО?;А.Д.Казун, А.П.Казун
2016;7;92;4;24;437;2;https://www.vopreco.ru/jour/article/view/217;Экспортировать или нет? Экспортный статус и техническая эффективность российских предприятий;Н.А.Краснопеева, Е.Ю.Назруллаева, А.А.Пересецкий, Е.И.Щетинин
2016;7;88;1;14;730;5;https://www.vopreco.ru/jour/article/view/218;Методологический институционализм 2.0: от институтов - к институциональным конфигурациям;Д.П.Фролов
2016;8;84;2;23;518;0;https://www.vopreco.ru/jour/article/view/219;Парадоксы формирования резервной заработной платы на российском рынке труда. Часть I;Р.И.Капелюшников, А.Л.Лукьянова
2016;8;87;2;29;646;1;https://www.vopreco.ru/jour/article/view/220;Занятость в российском бюджетном секторе: значимы социальные или экономические факторы?;Е.Т.Гурвич, А.А.Хазанов
2016;8;77;1;17;462;0;https://www.vopreco.ru/jour/article/view/221;Реформирование российской государственной службы в зеркале бюджетных расходов;Г.А.Борщевский
2016;8;55;2;22;1184;11;https://www.vopreco.ru/jour/article/view/222;Влияние «качества» вуза на заработную плату выпускников;С.Ю.Рощин, В.Н.Рудаков
2016;8;95;1;24;645;6;https://www.vopreco.ru/jour/article/view/223;О методологии институциональных исследований (К 80-летию статьи Рональда Коуза «Природа фирмы»);А.Е.Шаститко
2016;8;79;1;17;573;2;https://www.vopreco.ru/jour/article/view/224;Основания параметрического стратегического управления: институциональный анализ;А.Ю.Обыденов
2016;8;62;1;12;1187;5;https://www.vopreco.ru/jour/article/view/225;Зарубежный опыт импортозамещения и возможные выводы для России;В.С.Загашвили
2016;8;162;1;7;510;0;https://www.vopreco.ru/jour/article/view/226;Методология экономической науки в ретроспективе (О книге В. М. Ефимова «Экономическая наука под вопросом: иные методология, история и исследовательские практики»);П.А.Ореховский
2016;9;98;2;35;772;3;https://www.vopreco.ru/jour/article/view/227;Политика центрального банка в условиях значительных шоков платежного баланса и структурных сдвигов;А.А.Синяков, К.В.Юдаева
2016;9;107;3;10;689;10;https://www.vopreco.ru/jour/article/view/228;Планирование импортозамещения в российской промышленности: практика российского государственного управления;Д.В.Мантуров, Г.С.Никитин, В.С.Осьмаков
2016;9;78;3;17;778;12;https://www.vopreco.ru/jour/article/view/229;Кандидаты в чемпионы: средние быстрорастущие компании и программы их поддержки;Д.С.Медовников, Т.К.Оганесян, С.Д.Розмирович
2016;9;100;1;27;810;6;https://www.vopreco.ru/jour/article/view/230;Межстрановые различия в производительности труда: роль капитала, уровня технологий и природной ренты;А.А.Зайцев
2016;9;85;2;17;502;3;https://www.vopreco.ru/jour/article/view/231;Парадоксы формирования резервной заработной платы на российском рынке труда. Часть II;Р.И.Капелюшников, А.Л.Лукьянова
2016;9;50;1;18;757;6;https://www.vopreco.ru/jour/article/view/232;Эластичность предложения на российском рынке труда;Е.А.Клепикова
2016;9;67;4;21;699;1;https://www.vopreco.ru/jour/article/view/233;Денежные механизмы и модель переключающегося режима воспроизводства;В.И.Маевский, С.А.Андрюшин, С.Ю.Малков, А.А.Рубинштейн
2016;9;105;1;9;518;0;https://www.vopreco.ru/jour/article/view/234;Развитие рынка микрофинансовых организаций России: конфликт интересов инвесторов, заемщиков и государства;Е.С.Карпушин
2016;10;65;1;26;1467;12;https://www.vopreco.ru/jour/article/view/235;Социально-экономическое развитие России: обретение новой динамики;Д.А.Медведев
2016;10;77;3;18;550;5;https://www.vopreco.ru/jour/article/view/236;Региональные бюджеты в условиях кризиса: можно ли достичь сбалансированности?;Н.В.Акиндинова, А.В.Чернявский, А.А.Чепель
2016;10;58;3;16;534;3;https://www.vopreco.ru/jour/article/view/237;Роль субвенций в российской системе бюджетного федерализма;А.О.Юшков, Н.Ю.Одинг, Л.И.Савулькин
2016;10;101;2;17;958;14;https://www.vopreco.ru/jour/article/view/238;Смена парадигмы региональной инновационной политики в России: от выравнивания к «умной специализации»;С.П.Земцов, В.А.Баринова
2016;10;29;2;30;1098;4;https://www.vopreco.ru/jour/article/view/239;Культура и институты. Часть I;А.Алесина, П.Джулиано
2016;10;92;1;17;844;1;https://www.vopreco.ru/jour/article/view/242;Внутриотраслевая и межотраслевая торговля в контексте сравнительных и абсолютных преимуществ;А.А.Гнидченко
2016;10;67;1;15;1536;15;https://www.vopreco.ru/jour/article/view/245;Нужен ли российской экономике человеческий капитал? Десять сомнений;В.Е.Гимпельсон
